sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
#06291862,,,,,,Men's Hiking Fleece Jacket Outdoor Winter Keep Warm Breathable Anti-static Thick Comfortable Fleece Winter Fleece Jacket Full Length  ,"Season:, Winter,Function:, Breathable, - ,Fabric:, Fleece",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01637614,,,,,,Nuckily Sports Gloves Bike Gloves / Cycling Gloves Reflective Anatomic Design Wearable Breathable Wearproof Limits Bacteria Protective  ,,,,,,"
				Rs775
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05235186,,,,,,Malciklo Cycling Jersey with Bib Shorts Men's Short Sleeves Bike Clothing Suits Quick Dry Front Zipper Wearable High Breathability  ,"Function:, 3D Pad, - , Breathable, - , Quick Dry, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06251132,,,,,,8052 Soccer Shoes Kid's Fast Dry 3D Pad Stretchy Sports Outdoor Practise Printing Synthetic Microfiber PU Perforated EVA Soccer  ,,,,,,"
				Rs2,719
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05795663,,,,,,Diving Mask Protective Diving Neoprene Fibre Glass  ,,,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05264503,,,,,,Malciklo Cycling Jersey with Shorts Men's Short Sleeves Bike Triathlon/Tri Suit Compression Clothing Clothing Suits Quick Dry Front  ,"Function:, Quick Dry, - , 3D Pad, - , Breathable, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05982081,,,,,,Anmuka 1Set Assorted Carp Fishing Accessories Tackle Boxes For Hair Rig Combo Box with HooksRubber Tubes Swivels BeadsEtc  ,"Fishing Method:, Trolling & Boat Fishing, General Fishing, Lure Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing, Jigging Fishing, Spinning, Ice Fishing, Bait Casting, Fly Fishing, Sea Fishing",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04762197,,,,,,1 person Cots & Hammocks Camping Hammock Breathability Ultra Light(UL) Canvas for Hiking Beach Camping Picnic Outdoor  ,,,,,,"
				Rs945
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06336688,,,,,,Nitecore SC4 Superb Charger Chargers USB Output Circuit Detection Reverse Polarity Protection Over Charging Protection Fast Charging LCD  ,,,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04987563,,,,,,Women's Thick Diving Rash Guard Waterproof Ultraviolet Resistant Tactel Diving Suit Long Sleeves Rash Guard Diving Suits Swimwear Top -   ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06187098,,,,,,CAIRBULL BMX Helmet Bike Helmet CE EN 1077 Cycling 15 Vents Aero Helmet ESP+PC Cycling / Bike  ,"Certification:, CE EN 1077",,,,,"
				Rs2,387
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04898804,,,,,,TASDAN Cycling 3/4 Tights Men's Bike 3/4 Tights Padded Shorts/Chamois Bottoms Bike Wear Quick Dry Breathable Reflective Strips  ,"Function:, Quick Dry, - , Breathable, - , Reflective Strips, - , 3D Pad, - ",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01616264,,,,,,YELVQI Alloy Black Super Strong Load Bearing Mountain Bike Rear Rack  ,,,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05300385,,,,,,Bike Seat Saddle Cover/Cushion Cycling / Bike Mountain Bike/MTB Fixed Gear Bike Other Zinc Alloy Plastic - 1  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05800185,,,,,,Naturehike Sleeping Bag Double Wide Bag 5°C Keep Warm Portable Thick 215X145 Camping Outdoor Naturehike Double  ,,,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06459477,,,,,,Men's Hiking Fleece Jacket Outdoor Winter Keep Warm Wearable Top Single Slider Running/Jogging Camping / Hiking Snow Walking Casual  ,"Season:, Winter",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05800974,,,,,,Ilpaladin Sport Men Long Sleeve Cycling Jerseys Suit CT738  ,"Function:, Quick Dry, - , Breathable, - , Ultraviolet Resistant, - , Reflective Strips, - , 3D Pad, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04833638,,,,,,FJQXZ ® Adults' Mountain / Road Bike helmet 25 Vents / Mountain Cycling / Road Cycling / Recreational Cycling /  ,"Gender:, Adults'",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03148165,,,,,,Fishing Rod Telespin Rod Telespin Rod Carbon 180/205/230/270/290/320/360 cm Sea Fishing Freshwater Fishing Other 6/7/8/9/10/11/11 sections  ,"Fishing Method:, Freshwater Fishing, Sea Fishing",,,,,"
				Rs1,260
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04615811,,,,,,Baitcast Reels 6.3:1 14 Ball Bearings Left-handed Sea Fishing Bait Casting Ice Fishing Jigging Fishing Freshwater Fishing Other Carp  ,"Fishing Method:, General Fishing, Bait Casting, Lure Fishing, Sea Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing, Jigging Fishing, Trolling & Boat Fishing, Ice Fishing,Reel Type:, Baitcast Reels,Gear Ratio:, 6.3:1,Line Capacity (mm/m):, 0.26/140   0.28/120    0.30/110,Line Capacity (lbs/yds):, 35/153,37/131,40/120,Hand Orientation:, Left-handed",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06220253,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Gray Spandex Rhinestone High Elasticity Performance Skating Wear Handmade Long  ,"Function:, Handmade,Fabric:, Spandex",,,,,"
				Rs11,938
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04824111,,,,,,XINTOWN Cycling Jersey with Bib Shorts Unisex Short Sleeves Bike Bib Shorts Sleeves Jersey Clothing Suits Quick Dry Ultraviolet Resistant  ,"Season:, Winter,Function:, 3D Pad, - , Quick Dry, - , Ultraviolet Resistant, - , Breathable, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05558193,,,,,,SANTIC Cycling Jersey Women's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Ultraviolet Resistant Breathable Sweat-wicking Patchwork  ,"Function:, Quick Dry, - , Ultraviolet Resistant, Breathable, - ",,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03365795,,,,,,UV Flashlight/Torch LED 400lm/150lm lm 1 Mode LED with Battery Impact Resistant Nonslip grip Waterproof Ultraviolet Light Counterfeit  ,"Features:, Waterproof",,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05115845,,,,,,65 L Hiking & Backpacking Pack Travel Organizer Backpack Camping / Hiking Waterproof Quick Dry Wearable Breathable Nylon Terylene  ,,,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05547517,,,,,,Women's Running T-Shirt Short Sleeves Quick Dry Breathable T-shirt Top for Yoga Exercise & Fitness Running Modal Polyester Slim Black  ,"Function:, Quick Dry, - , Breathable, - ",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05259640,,,,,,Fastcute Cycling Jersey with Bib Tights Men's Women's Unisex Long Sleeves Bike Tracksuit Jersey Tights Bib Tights Top Clothing Suits  ,"Function:, 3D Pad, - , Quick Dry, - , Breathable, - ",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05241136,,,,,,Malciklo Cycling Jersey with Bib Tights Men's Long Sleeves Bike Jersey Bib Tights Clothing Suits Quick Dry Front Zipper Wearable High  ,"Function:, 3D Pad, - , Breathable, - , Quick Dry, - ",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05855263,,,,,,"10 pcs Hard Bait Minnow Fishing Lures Hard Bait Minnow g / Ounce, 57 mm / 2-1/4"" inch, Hard Plastic Sea Fishing Bait Casting Spinning  ","Category:, Minnow, Hard Bait,Fishing Method:, Jigging Fishing, Trolling & Boat Fishing, Spinning, General Fishing, Bait Casting, Sea Fishing, Lure Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05903807,,,,,,Cycling Jersey  Pants/JerseyTights / Compression Clothing / Tights Men's Long SleeveBreathable / High Breathability  ,"Function:, Breathable, - , Anatomic Design, - , Quick Dry, - , Reflective Strips, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05218118,,,,,,Ski Hat Ski Hat Thermal / Warm Snowboard Winter Sports  ,"Function:, Thermal / Warm",,,,,"
				Rs265
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06476982,,,,,,Over The Boot Figure Skating Tights Women's Girls' Ice Skating Pants / Trousers Black Spandex Stretchy Performance Practise Skating Wear  ,"Fabric:, Spandex",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06459492,,,,,,Figure Skating Top Women's Girls' Ice Skating Top Black Spandex Stretchy Performance Practise Skating Wear Solid Long Sleeves Ice Skating  ,"Fabric:, Spandex",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06251182,,,,,,LEIBINDI Hiking Shoes Casual Shoes Mountaineer Shoes Mountain Bike Shoes Women's Anti-Slip Wearable Reduces Chafing Stretchy Stylish  ,,,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06443335,,,,,,1 person Camping Folding Chair Folding Aluminum alloy Oxford Cloth for Camping  ,,,,,,"
				Rs2,205
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05899324,,,,,,SUREA Cycling Jersey Men's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Breathable Sweat-wicking Classic Cycling / Bike  ,"Function:, Quick Dry, - , Breathable, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05925246,,,,,,Sports Cycling Jersey with Bib Tights Men's Long Sleeve BikeBreathable Quick Dry Moisture Permeability 3D Pad Reflective Strips  ,,,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00449254,,,,,,Jaggad Cycling Pants Men's Bike Bottoms Winter Bike Wear Windproof Cycling / Bike  ,"Season:, Winter",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05668800,,,,,,Soccer Ball Pump & Needle 1 Piece Ball Maintenance Kit includes 3 metal needles  ,,,,,,"
				Rs331
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05021647,,,,,,ROSWHEEL Bike Handlebar Bag Cell Phone Bag 5.5 inch Waterproof Zipper Wearable Touch Screen Moistureproof Shockproof Cycling for Samsung  ,"Compatibility:, iPhone 8/7/6S/6,Function:, Touch Screen",,,,,"
				Rs656
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05612057,,,,,,XINTOWN Cycling Jersey with Bib Tights Men's Long Sleeves Bike Tracksuit Zip Top Jersey Bib Tights Pants / Trousers Top Clothing Suits  ,"Season:, Winter,Function:, Breathable, - , Reflective Strips, - , 3D Pad, - ",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05983042,,,,,,"4 pcs Soft Bait Fishing Lures Soft Bait Shad g / Ounce, 105 mm / 4-1/16"" inch, Silicone Sea Fishing Bait Casting Spinning Freshwater  ","Category:, Soft Bait,Fishing Method:, Freshwater Fishing, Spinning, Bait Casting, Sea Fishing, Trolling & Boat Fishing, Lure Fishing, Bass Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05061074,,,,,,Infused Knee Compression Sleeve Brace  ,,,,,,"
				Rs331
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06291687,,,,,,FUALRNY® Cycling Jersey with Bib Tights Men's Long Sleeves Bike Clothing Suits High Elasticity Fleece Winter Cycling/Bike Black/Red  ,"Season:, Winter,Fabric:, Fleece",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06040801,,,,,,Cycling Jersey with Bib Tights Unisex Long Sleeves Bike Clothing Suits Ventilation Quick Dry Polyester Spandex Silicon LYCRA® Autumn  ,"Function:, Quick Dry, - ",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05983047,,,,,,30 pcs Hard Bait Metal Bait Spinner Baits Spoons Minnow Fishing Lures Hard Bait Jigs Spoons Minnow Popper Lure Packs Metal Bait g / Ounce  ,"Category:, Minnow, Spoons, Spinner Baits, Metal Bait, Hard Bait,Fishing Method:, Bass Fishing, Freshwater Fishing, Spinning, Bait Casting, Sea Fishing, Trolling & Boat Fishing, Lure Fishing",,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04192126,,,,,,Hengjia Mini Spinning Fishing Reels Front Drag 3BB 5.2:1 Sea Beach Fly Fishing Pesca Reel Line Roller JL200  ,"Fishing Method:, Lure Fishing, Freshwater Fishing, Ice Fishing, Fly Fishing, Sea Fishing,Reel Type:, Spinning Reels,Gear Ratio:, 5.1:1,Line Capacity (mm/m):, 0.18/145 0.20/200 0.25/125,Hand Orientation:, Exchangable",,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05272171,,,,,,OMIN Snooker Cue 3/4 Ash shaft Handmade Billiard Cue VIP Members  ,,,,,,"
				Rs3,647
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06366559,,,,,,Ski Pants Ski Trousers Unisex Skiing Snow sports Ski/Snowboarding Warm Windproof Snowboarding Polyester Cotton Blend Snow Bib Pants  ,"Function:, Windproof, - ",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05694566,,,,,,LEIBINDI Sneakers Hiking Shoes Running Shoes Men's Anti-Slip Anti-Shake/Damping Wearproof Outdoor Low-Top Breathable Mesh Perforated EVA  ,"Function:, Anti-Slip, Wearproof, Anti-Shake/Damping",,,,,"
				Rs1,591
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04950454,,,,,,500M Super Strong Monofilament Nylon Fishing Lines Transparent Color  10LB-55LB Parabolic Pole Fishing Lines 1pc  ,"Line Type:, Monofilament,Breaking Strength (lbs):, 55LB, 20LB, 45LB, 18LB, 15LB, 40LB, 10LB, 36LB, 32LB, 30LB, 25LB, 22LB",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05587038,,,,,,XINTOWN Cycling Shoes Covers Overshoes Adults' Quick Dry Ultraviolet Resistant Moisture Permeability Dust Proof Anti-Insect Wearable  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06476974,,,,,,Figure Skating Top Women's Girls' Ice Skating Top Violet Pink Blue Black Spandex Stretchy Performance Practise Skating Wear Solid Long  ,"Fabric:, Spandex",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01970438,,,,,,ILPALADINO Cycling Jersey with Shorts Men's Short Sleeves Bike Jersey Shorts Clothing Suits Quick Dry Ultraviolet Resistant Breathable  ,"Function:, Ultraviolet Resistant, - , Breathable, - , Quick Dry, - ",,,,,"
				Rs2,453
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03966783,,,,,,Dog Car Seat Cover Pet Mats & Pads Solid Waterproof Foldable Black For Pets  ,,,,,,"
				Rs1,127
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03983115,,,,,,Men's Hiking Socks Socks Thermal / Warm Quick Dry Breathable Limits Bacteria Sweat-wicking for Camping / Hiking Hunting Fishing Climbing  ,"Function:, Breathable, Thermal / Warm, Quick Dry",,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04744975,,,,,,Fengtu Armband for Running Jogging Sports Bag Waterproof Touch Screen Running Bag iPhone 8/7/6S/6  ,"Compatibility:, iPhone 8/7/6S/6",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06288550,,,,,,Handlebar Seatpost Bike Stems Comfort Bike Cruiser Bike Road Cycling Cycling TT Triathlon Cycling Carbon Fiber-3  ,,,,,,"
				Rs3,647
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05119799,,,,,,Backpack for Fishing Cycling / Bike Running Sports Bag Waterproof Running Bag iPhone 8/7/6S/6 Other Similar Size Phones  ,"Compatibility:, iPhone 8/7/6S/6",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05569982,,,,,,Fishing Rod Telespin Rod Carbon steel 360 cm General Fishing 4 sections Rod Moderate (M) Heavy (H)  ,"Fishing Method:, General Fishing",,,,,"
				Rs928
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05578202,,,,,,"5 pcs Metal Bait Jigs Fishing Lures Jigs Metal Bait g / Ounce, 120 mm / 4-3/4"" inch, Lead Metal Sea Fishing Bait Casting Spinning Jigging  ","Category:, Metal Bait,Fishing Method:, General Fishing, Sea Fishing, Lure Fishing, Bass Fishing, Freshwater Fishing, Jigging Fishing, Spinning, Trolling & Boat Fishing, Bait Casting",,,,,"
				Rs994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05544898,,,,,,Miloto Cycling Jersey with Shorts Men's Short Sleeves Bike Shorts Shirt Sweatshirt Jersey Top Bike Wear Quick Dry Moisture Permeability  ,"Function:, Reflective Strips, - , 3D Pad, - , Breathable, - , Quick Dry, - ",,,,,"
				Rs2,453
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04890798,,,,,,FURA Outdoor Survival Magnesium Alloy Fire Starter Flintstone with Whistle Set - Black + Green  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06094144,,,,,,Padded Shorts Impact Shorts for Snowboarding Adult  ,,,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04825550,,,,,,3/4 Jointed Handmade snooker/Pool Cue JY brand billiard cue+Cue Case   ,,,,,,"
				Rs3,979
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00664937,,,,,,Fishing Tackle Bag Waist Bag Multi-Functional Waterproof Quick Dry Polyester Oxford  ,"Category:, Fishing Tackle Bag",,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06320037,,,,,,U'King Headlamps 1500 lm 4 Mode - with USB Cable Portable Durable Camping/Hiking/Caving Everyday Use Cycling/Bike Hunting Fishing Black  ,,,,,,"
				Rs862
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05635368,,,,,,L Waist Bag/Waistpack Belt Pouch/Belt Bag for Leisure Sports Cycling/Bike Jogging Camping & Hiking Fitness Traveling Running Sports Bag  ,,,,,,"
				Rs994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05470557,,,,,,Men's Hiking Jacket Outdoor Winter Waterproof Thermal / Warm Quick Dry Windproof Ultraviolet Resistant Anti-Eradiation Breathable  ,"Season:, Winter,Function:, Windproof, - , Quick Dry, - , Ultraviolet Resistant, - , Waterproof, - , Breathable, - , Thermal / Warm, - ,Fabric:, Fleece",,,,,"
				Rs3,316
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06359724,,,,,,Men's Ski Jacket Thermal / Warm Windproof Skiing Ski/Snowboarding Polyester  ,"Function:, Thermal / Warm, - , Windproof, - ",,,,,"
				Rs5,306
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04860167,,,,,,TASDAN Cycling 3/4 Tights Women's Bike 3/4 Tights Shorts Padded Shorts/Chamois Bottoms Bike Wear Quick Dry Breathable 3D Pad Reflective  ,"Function:, Breathable, - , 3D Pad, - , Quick Dry, - ",,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02340218,,,,,,Knee Brace Ski Protective Gear Shock Proof / Wearproof Skiing / Cycling/Bike / Inline Skates / Skateboarding Unisex Black  ,,,,,,"
				Rs994
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04994128,,,,,,Women Neoprene Fitness Yoga Sport Tops + High Waist Capris  ,,,,,,"
				Rs1,061
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04938971,,,,,,25 L Dry Bag Cell Phone Bag Waterproof Sealed for  ,,,,,,"
				Rs132
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05637684,,,,,,Sleeping Bag Mummy Bag Duck Down -10°C Keep Warm Thick 210X80 Climbing Camping / Hiking / Caving Single  ,"Filling Material:, Duck Down",,,,,"
				Rs4,311
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01117875,,,,,,SPAKCT Cycling Jersey Men's Long Sleeves Bike Jersey Top Bike Wear Thermal / Warm Quick Dry Front Zipper Dust Proof Wearable Breathable  ,"Function:, Quick Dry, - , Breathable, - , Thermal / Warm, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04690239,,,,,,Men's Ski / Snow Pants Waterproof Thermal / Warm Windproof Insulated Rain-Proof Dust Proof Wearable Antistatic Breathable  ,"Function:, Breathable, - , Waterproof, - , Thermal / Warm, - , Windproof, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04504761,,,,,,"4 pcs Soft Bait Fishing Lures Buzzbait & Spinnerbait Soft Bait g / Ounce, 100 mm inch, Silicon Metal Sea Fishing Lure Fishing General  ","Category:, Soft Bait,Fishing Method:, General Fishing, Lure Fishing, Sea Fishing",,,,,"
				Rs530
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
