sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,weight,product_online,tax_class_name,visiblity,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_main_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty-inc,enable_qty_increments,is_decimal_divided,website_id,defered_stock_update,use_config_defered_stock_update,related_skus,crosssell_skus,upsell_skus,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,associated_skus
#00388788,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Spandex Performance Skating Wear Fashion Floral / Botanical Sleeveless Ice Skating  ,"Fabric:, Spandex",,,,,"
				Rs11,938
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03686001,,,,,,ILPALADINO Cycling Jersey Men's Long Sleeves Bike Jersey Top Winter Bike Wear Quick Dry Ultraviolet Resistant Breathable Compression  ,"Season:, Winter,Function:, Quick Dry, - , Ultraviolet Resistant, Breathable, - ",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05409074,,,,,,Arsuxeo Men's Running T-Shirt Long Sleeves Thermal / Warm Soft Reflective Strips Four-way Stretch Sweat-wicking Zip Top for Exercise &  ,"Function:, Sweat-wicking, Four-way Stretch, Reflective Strips, Thermal / Warm",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04186167,,,,,,WEST BIKING® Bicycle Rear Child Safety Seat Black Back Adult Children Generic Extended Styles  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04581563,,,,,,ILPALADINO Cycling Jersey Women's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Ultraviolet Resistant Breathable Compression  ,"Function:, Ultraviolet Resistant, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06393305,,,,,,ILPALADINO Cycling Jersey Men's Sleeveless Bike Vest/Gilet Jersey Tank Top Bike Wear Quick Dry YKK Zipper Reduces Chafing Sweat-Wicking  ,"Function:, Quick Dry, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05546530,,,,,,Bluedive Men's Women's Children's 2mm Shorty Wetsuit Thermal / Warm Quick Dry Ultraviolet Resistant Front Zipper YKK Zipper Full Body  ,"Function:, Thermal / Warm, Quick Dry",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02146618,,,,,,ILPALADINO Cycling Jersey Women's Long Sleeves Bike Jersey Top Bike Wear Quick Dry Breathable Floral / Botanical Cycling / Bike  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06010232,,,,,,Cycling Jersey Men's Women's Short Sleeves Bike Jersey Top Bike Wear Fast Dry Reduces Chafing High Elasticity Lightweight Graphic  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05865757,,,,,,Elbow Strap/Elbow Brace for Climbing Leisure Sports Basketball Running Men Breathable Quick Dry Stretchy ProtectiveSports Casual Outdoor  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04035381,,,,,,LCD Display Screen Smooth Frame Case/Bags Screw Mount / Holder For Action Camera Gopro 3 Gopro 2 Gopro 3+ Film and Music Bike/Cycling  ,"Compatible Camera:, Gopro 2, Gopro 3+, Gopro 3",,,,,"
				Rs331
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05651112,,,,,,XINTOWN Cycling Jersey Men's Women's Unisex Short Sleeves Bike Top Bike Wear Quick Dry Breathable Back Pocket Sweat-wicking Comfortable  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05083509,,,,,,Men's Women's Swimsuit Bottoms Ultraviolet Resistant Compression Tactel LYCRA® Diving Suits Pants / Trousers Diving Surfing Snorkeling  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06143038,,,,,,Anmuka 90Pcs Stainless Steel Sea Fishing Rod Guide Rings For Repairing Rod Tips Carp With Fishing Accessories Box  ,"Fishing Method:, Freshwater Fishing, Jigging Fishing, Spinning, Ice Fishing, Bait Casting, Fly Fishing, Sea Fishing, Trolling & Boat Fishing, General Fishing, Lure Fishing, Bass Fishing, Carp Fishing",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01223608,,,,,,Chest Harness For Action Camera All Gopro Gopro 5 Auto Snowmobiling Aviation Film and Music Hunting and Fishing SkyDiving Boating  ,"Compatible Camera:, Gopro 5, All Gopro",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05386282,,,,,,40 L Travel Duffel Backpack Rucksack Camping / Hiking Climbing Traveling Wearable Nylon  ,,,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01243818,,,,,,Shoulder Brace/Shoulder Support Sports Support Breathable Protective Running Fitness Camping & Hiking  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05596308,,,,,,Arsuxeo Men's Running Shorts Quick Dry Breathable Soft Reflective Trim/Fluorescence Lightweight Materials Reflective Strips Reduces  ,"Function:, Quick Dry, - , Breathable, - , Reflective Strips, - ",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06319972,,,,,,Men's Hiking T-shirt Outdoor Wearable T-shirt Running/Jogging Camping / Hiking  ,,,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02241609,,,,,,Knee Brace Ski Protective Gear Waterproof / Thermal / Warm / Protective / Quick Dry / Windproof / Anti-skiddingEquestrian / Skating /  ,,,,,,"
				Rs537
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05230678,,,,,,WOLFBIKE Cycling Jacket Unisex Bike Windbreaker Jersey Top Bike Wear Quick Dry Windproof Ultraviolet Resistant Front Zipper Lightweight  ,"Function:, Ultraviolet Resistant, Quick Dry",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06459308,,,,,,Unisex Soccer Sweatshirt Trainer Winter Autumn/Fall Solid Rayon Polyester  ,,,,,,"
				Rs2,254
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04833575,,,,,,ILPALADINO Cycling Jersey Men's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Ultraviolet Resistant Breathable Compression  ,"Function:, Quick Dry, - , Ultraviolet Resistant, Breathable, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05875946,,,,,,Bike Helmet Cycling N/A Vents Adjustable Fit Sports EPS Mountain Cycling Road Cycling Cycling  ,,,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05427372,,,,,,SDV-5271 Sports Action Camera 16MP 4000 x 3000 WiFi Adjustable Waterproof wireless 30fps 4x ±2EV 2 CMOS 32 GB H.264 English French German  ,"Type:, Sports Action Camera,Features:, Waterproof, WiFi",,,,,"
				Rs3,913
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00648316,,,,,,Seatpost Clamps Cycling/Bike Road Bike Mountain Bike/MTB  ,,,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05624848,,,,,,Extenda Push-on Telescopic Snooker/Pool Cue Extension  ,,,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06355090,,,,,,Men's Running Pants Pants / Trousers Running/Jogging Exercise & Fitness Terylene Grey M L XL XXL  ,,,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06194882,,,,,,Mountain Bike Mountain Cycling Road Cycling Recreational Cycling Cycling Cycling/Bike Cycling Aluminum Alloy  ,,,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05872595,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Purple Spandex Rhinestone Appliques Sequined Pearls High Elasticity Performance  ,"Function:, Handmade, Thermal / Warm,Fabric:, Spandex",,,,,"
				Rs6,632
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06445444,,,,,,Balaclava All Seasons Breathable Wind Proof Elastic Comfortable Sunscreen Ski / Snowboard Hiking Cycling / Bike Trail Running Unisex  ,"Function:, Breathable",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06459893,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Violet Spandex Inelastic Performance Practise Skating Wear Solid Long Sleeves Ice  ,"Fabric:, Spandex",,,,,"
				Rs6,632
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06140994,,,,,,Naturehike Camping Stove Single Portable Windproof Stainless Steel Copper Aluminium alloy for Camping / Hiking Picnic BBQ Outdoor  ,,,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06459440,,,,,,Men Adults' Running Pants Fast Dry Quick Dry Seamless Lightweight Breathability Tights Bottoms Running/Jogging Boxing Exercise & Fitness  ,"Function:, Quick Dry, - ",,,,,"
				Rs1,449
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00428129,,,,,,Nuckily Cycling Jersey Men's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Front Zipper Wearable Breathable Cycling / Bike  ,"Function:, Quick Dry, - , Breathable, - ",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05431302,,,,,,y2000 Sports Action Camera 20MP 4608 x 3456 WiFi Adjustable wireless Wide Angle 30fps No ±2EV No CMOS 32 GB H.264 Burst Mode Time-lapse  ,"Type:, Sports Action Camera,Features:, Wide Angle, WiFi",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00691451,,,,,,Sports Water Bottles Cycling/Bike Plastic  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02225514,,,,,,Survival Kit / Fire Starter / Credit Card Survival Tool Hiking Multi Function / Survival Aluminium / Metal Gray  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05266850,,,,,,Fastcute Cycling Jersey Men's Short Sleeves Bike Jersey Top Bike Wear Quick Dry Breathable Sweat-wicking Classic Cycling / Bike Green Blue  ,"Function:, Breathable, - , Quick Dry, - ",,,,,"
				Rs1,127
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05175684,,,,,,Anmuka Fishing Floating 10g 15g 20g 30g 40g 50g Outdoor EVA Fishing Float Bobber EVA Electric Float Pot-bellied Flats  ,"Fishing Method:, Freshwater Fishing, Sea Fishing, General Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05732943,,,,,,Men's Women's Long Sleeves Hunting Jacket with Pants Quick Dry Classic Top for Hunting Leisure Sports S M L  ,"Function:, Quick Dry",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06141153,,,,,,6.8 Floating Fish Gripper 15cm ABS Fishing Grip Includes Wrist Lanyard Tools  ,"Fishing Method:, General Fishing, Bass Fishing, Carp Fishing, Freshwater Fishing, Jigging Fishing, Ice Fishing, Fly Fishing, Sea Fishing, Trolling & Boat Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06428083,,,,,,35 L Hiking & Backpacking Pack Backpack Hunting Hiking Trainer Wearable Nylon  ,,,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06319948,,,,,,20 L Tote Bags & Backpacks Shoulder Bag Yoga Pilates Camping Fitness Gym Lightweight Nylon 丰途  ,,,,,,"
				Rs1,658
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06036637,,,,,,CAIRBULL New Ultralight Mountain Road Bicycle Helmet  Bike Cycling Helmet 56-62cm 7 Colors Bike Helmet  ,"Certification:, CE EN 1077",,,,,"
				Rs2,055
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06291412,,,,,,Running Shoes Mountaineer Shoes Men's Breathability Leisure Sports Low-Top Suede Rubber Hiking Running  ,,,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05078292,,,,,,147  ,,,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05418507,,,,,,HC300M Hunting Trail Camera / Scouting Camera 1080p 12MP Color CMOS 1280X960  ,"Total Pixels:, 1280X960",,,,,"
				Rs8,622
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06460052,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Blue Spandex Inelastic Performance Practise Skating Wear Solid Long Sleeves Ice  ,"Fabric:, Spandex",,,,,"
				Rs5,969
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04959735,,,,,,Arsuxeo Men's Running T-Shirt Short Sleeves Quick Dry Antistatic Breathable Static-free Lightweight Materials Reflective Strips Limits  ,"Function:, Quick Dry, - , Breathable, - , Reflective Strips",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06460053,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Blue Spandex Inelastic Performance Practise Skating Wear Solid Long Sleeves Ice  ,"Fabric:, Spandex",,,,,"
				Rs5,969
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06460050,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Black Spandex Inelastic Performance Practise Skating Wear Solid Long Sleeves Ice  ,"Fabric:, Spandex",,,,,"
				Rs5,969
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05101771,,,,,,ILPALADINO Cycling Bib Shorts Men's Bike Bib Shorts Bottoms Bike Wear Quick Dry Windproof Anatomic Design Ultraviolet Resistant Insulated  ,"Function:, Breathable, - , Anatomic Design, - , Quick Dry, - , 3D Pad, - , Ultraviolet Resistant",,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05295312,,,,,,SIDEBIKE Mountain Bike Shoes Bike Cycling Shoes Adults' Cushioning Mountain Bike Outdoor Breathable Mesh PU Cycling Cycling / Bike  ,,,,,,"
				Rs6,632
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02487364,,,,,,NEJE SOS Survival Tools First Aid Kits Survival Kit Emergency SOS Survive Tool Pack for Camping Hiking Hunting Biking Climbing Traveling and Emergency  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04902092,,,,,,Outdoor Summer Camouflage Baseball Cap Visor Cap Sun Hat  ,,,,,,"
				Rs298
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05604406,,,,,,"3 pcs Soft Bait Jigs Fishing Lures Soft Bait Jigs Jig Head g / Ounce, 76 mm / 3"" inch, Soft Plastic Lead Silicon Sea Fishing Bait Casting  ","Category:, Soft Bait,Fishing Method:, Bass Fishing, Freshwater Fishing, Jigging Fishing, Spinning, Bait Casting, Sea Fishing, Trolling & Boat Fishing, General Fishing, Lure Fishing",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05436198,,,,,,"Bandana/Hats/Headsweats Bandana Bike Breathable Quick Dry Ultraviolet Resistant Dust Proof High Breathability (>15,001g) Sweat-wicking  ","Season:, Winter,Function:, Quick Dry, Ultraviolet Resistant, Breathable",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#03835017,,,,,,Road Bike  Cycling Aluminium Alloy Convenient  Solid Real 4 Perlin Bering Down Pedals  with One Pair  ,,,,,,"
				Rs2,321
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05685039,,,,,,Chest Harness Shoulder Strap Adjustable Convenient For Action Camera Gopro 4 Gopro 3 Gopro 2 Gopro 3+ Universal Nylon  ,"Compatible Camera:, Gopro 4, Gopro 3+, Gopro 3, Gopro 2",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06257779,,,,,,Telescopic Pole Foldable Extender Extended Water Resistant Ultra Slim and Light Extra Long Sticky Adjustable Fit For Action Camera All  ,"Compatible Camera:, Gopro 3, Xiaomi Camera, SJCAM, Gopro 5, Gopro 4, All Gopro, Gopro 3+",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05179043,,,,,,ILPALADINO Cycling Jersey Women's Short Sleeves Bike Top Bike Wear Quick Dry Ultraviolet Resistant Breathable Soft Reduces Chafing  ,"Function:, Reflective Strips, - , Quick Dry, - , Ultraviolet Resistant, Breathable, - ",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05288733,,,,,,ILPALADINO Cycling Jersey Men's Long Sleeves Bike Jersey Top Bike Wear Quick Dry Ultraviolet Resistant Breathable Reflective Strips Back  ,"Function:, Reflective Strips, - , Quick Dry, - , Ultraviolet Resistant, Breathable, - ",,,,,"
				Rs1,525
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05875819,,,,,,Bike Helmet Cycling N/A Vents Adjustable Fit Ultra Light (UL) Sports EPS Mountain Cycling Road Cycling Recreational Cycling Cycling  ,,,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06249057,,,,,,LED Flashlights / Torch LED lm 1 Mode LED Portable Camping/Hiking/Caving Everyday Use Cycling/Bike Hunting Black  ,,,,,,"
				Rs464
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06478744,,,,,,FUALRNY® Cycling Jersey Men's Long Sleeves Bike Jersey Winter Bike Wear High Elasticity Mountain Cycling Road Cycling Cycling Cycling /  ,"Season:, Winter",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05778629,,,,,,1 person Tent Single Camping Tent One Room Fold Tent for Camping Traveling CM  ,,,,,,"
				Rs1,790
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02847651,,,,,,Women's Watch Unisex Digital Bracelet Sport Strap Watch Candy Color Wrist Watch Waterproof Dive LED Jelly Dress Clock Unique Watch Fashion Watch  ,"Features:, LED",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06372028,,,,,,Men's Ski / Snow Pants Warm Waterproof Breathability Snowboarding Eco-friendly Polyester  ,"Function:, Waterproof, - ",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#00302600,,,,,,"10 pcs Hard Bait Minnow Lure kits Fishing Lures Hard Bait Lure Packs Minnow g / Ounce, 70 mm / 2-3/4"" inch, Hard Plastic Sea Fishing  ","Category:, Minnow, Hard Bait,Fishing Method:, Bass Fishing, Freshwater Fishing, Sea Fishing",,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06226707,,,,,,Bike Saddles/Bicycle Saddles Cycling Cycling/Bike Mountain Bike/MTB Fixed Gear Bike Folding Bike Carbon Fiber Cycling Casual/Daily  ,,,,,,"
				Rs2,321
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06420286,,,,,,Men's Hiking Cargo Pants Outdoor Windproof Wearable Winter Pants / Trousers Multisport  ,"Season:, Winter,Function:, Windproof, - ",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05211884,,,,,,Malciklo Cycling Jersey with Bib Shorts Men's Short Sleeves Bike Clothing Suits Quick Dry Front Zipper Wearable High Breathability  ,"Function:, Quick Dry, - , 3D Pad, - , Breathable, - ",,,,,"
				Rs2,652
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#01690235,,,,,,Mysenlan Cycling Jersey with Shorts Women's Short Sleeves Bike Clothing Suits Quick Dry Ultraviolet Resistant Moisture Permeability High  ,"Function:, Breathable, - , Quick Dry, - , Ultraviolet Resistant, - ",,,,,"
				Rs2,453
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06420300,,,,,,Men's Hiking Cargo Pants Outdoor Windproof Wearable Winter Pants / Trousers Multisport  ,"Season:, Winter,Function:, Windproof, - ",,,,,"
				Rs1,989
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05935721,,,,,,Figure Skating Dress Women's Girls' Ice Skating Dress Light Purple Spandex Rhinestone Appliques High Elasticity Performance Skating Wear  ,"Function:, Handmade,Fabric:, Spandex",,,,,"
				Rs8,622
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05285512,,,,,,ASICS® GEL-NIMBUS 17 Running Shoes Sneakers Road Running Shoes Men's Anti-Slip Cushioning Breathable Wearproof Performance Outdoor Knitted Mixed  ,"Function:, Anti-Slip, Wearproof",,,,,"
				Rs5,969
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06220265,,,,,,Figure Skating Top Men's Boys' Ice Skating Shirt Azure Spandex Rhinestone High Elasticity Performance Skating Wear Handmade Solid Long  ,"Function:, Handmade,Fabric:, Spandex",,,,,"
				Rs8,622
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#06235318,,,,,,General Accessories Hand Straps Outdoor Portable Case For Action Camera Gopro 6 All Action Camera All Gopro Gopro 5 Xiaomi Camera SJCAM  ,"Compatible Camera:, Xiaomi Camera, SJCAM, All Gopro, Gopro 6, Gopro 5",,,,,"
				Rs397
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#02316119,,,,,,Magnifiers/Magnifier Glasses Headset/Eyewear 3 Plastic  ,,,,,,"
				Rs663
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#05623145,,,,,,Diving Fins Diving Packages Swim Fins Adjustable Flexible Short Blade - Children's Swimming Diving Silicone  ,"Gender:, Children's",,,,,"
				Rs1,326
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04890718,,,,,,Nuckily Cycling Jersey with Tights Men's Women's Long Sleeves Bike Sleeves Clothing Suits Thermal / Warm Windproof Anatomic Design Fleece  ,"Season:, Winter,Function:, Breathable, - , Reflective Strips, - , Thermal / Warm, - , Fleece Lining, Anatomic Design, - ",,,,,"
				Rs2,984
			",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
